Date,USD,GBP,EURO,YEN
2018-03-14,64.99,90.83,80.58,60.99
2018-03-15,64.94,90.72,80.32,61.27
2018-03-16,64.87,90.49,79.91,61.27
2018-03-19,65.04,90.56,79.78,61.5
2018-03-20,65.2,91.49,80.46,61.33
2018-03-21,65.22,91.33,79.96,61.28
2018-03-22,65.06,92.06,80.37,61.44
2018-03-23,65.13,91.96,80.34,62.13
2018-03-26,64.91,91.87,80.26,61.82
2018-03-27,64.8,92.26,80.76,61.36
2018-03-28,65.04,92.28,80.62,61.54
2018-04-03,65.02,91.46,80.09,61.31
2018-04-04,65.02,91.49,79.79,61
2018-04-05,65.06,91.5,79.78,60.78
2018-04-06,64.99,90.96,79.51,60.54
2018-04-09,64.93,91.5,79.69,60.66
2018-04-10,64.94,91.75,79.9,60.58
2018-04-11,65.13,92.52,80.59,60.84
2018-04-12,65.35,92.7,80.8,61.15
2018-04-13,65.22,92.77,80.34,60.64
2018-04-16,65.45,93.28,80.74,61.02
2018-04-17,65.61,94.21,81.32,61.35
2018-04-18,65.68,93.98,81.3,61.21
2018-04-19,65.78,93.42,81.39,61.22
2018-04-20,66.02,92.73,81.46,61.4
2018-04-23,66.22,92.84,81.27,61.4
2018-04-24,66.36,92.51,81.05,60.98
2018-04-25,66.7,93.14,81.43,61.12
2018-04-26,66.83,93.17,81.38,61.12
2018-04-27,66.78,92.89,80.74,61.08
2018-05-02,66.66,90.66,80.01,60.71
2018-05-03,66.61,90.6,79.86,60.79
2018-05-04,66.77,90.58,79.97,61.17
2018-05-07,67.11,90.85,80.12,61.44
2018-05-08,67.08,91.14,80.01,61.56
2018-05-09,67.38,91.09,79.75,61.49
2018-05-10,67.38,91.39,79.89,61.34
2018-05-11,67.22,90.88,80.09,61.43
2018-05-14,67.32,91.25,80.51,61.54
2018-05-15,67.53,91.49,80.53,61.44
2018-05-16,67.83,91.68,80.29,61.52
2018-05-17,67.72,91.65,79.89,61.28
2018-05-18,67.96,91.88,80.28,61.31
2018-05-21,68.09,91.41,79.93,61.15
2018-05-22,68.02,91.25,80.07,61.25
2018-05-23,68.21,91.43,80.24,61.74
2018-05-24,68.39,91.44,80.14,62.4
2018-05-25,68.26,91.22,79.88,62.38
2018-05-28,67.44,89.89,79,61.75
2018-05-29,67.82,90.17,78.7,62.27
2018-05-30,67.63,89.7,78.2,62.21
2018-05-31,67.45,89.79,78.79,62.04
2018-06-01,67.18,89.14,78.41,61.56
2018-06-04,67.05,89.62,78.36,61.14
2018-06-05,67.18,89.43,78.54,61.14
2018-06-06,67.04,67.04,67.04,61.02
2018-06-07,67.02,90.05,79.1,60.91
2018-06-08,67.52,90.6,79.58,61.6
2018-06-11,67.34,90.37,79.52,61.24
2018-06-12,67.46,90.06,79.35,61.1
2018-06-13,67.63,90.33,79.39,61.15
2018-06-14,67.69,90.68,79.93,61.52
2018-06-15,67.97,90,78.61,61.34
2018-06-18,68.02,90.25,78.85,61.55
2018-06-19,68.15,90.31,79.16,62.19
2018-06-20,68.08,89.6,78.83,61.82
2018-06-21,68.2,89.58,78.79,61.61
2018-06-22,67.77,89.96,78.86,61.61
2018-06-25,68.15,90.27,79.35,62.27
2018-06-26,68.17,90.47,79.74,62.17
2018-06-27,68.52,90.6,79.87,62.36
2018-06-28,68.94,90.21,79.64,62.53
2018-06-29,68.58,89.93,79.85,62.02
2018-07-02,68.62,90.43,79.96,62
2018-07-03,68.69,90.35,80.02,61.91
2018-07-04,68.53,90.52,80.02,62.09
2018-07-05,68.75,91.07,80.48,62.17
2018-07-06,68.88,91.14,80.63,62.25
2018-07-09,68.66,91.47,80.78,62.16
2018-07-10,68.79,91.11,80.78,61.93
2018-07-11,68.83,91.35,80.79,61.98
2018-07-12,68.63,90.67,80.17,61.15
2018-07-13,68.41,90.07,79.76,60.77
2018-07-16,68.59,90.85,80.25,61.02
2018-07-17,68.3,90.52,80.1,60.78
2018-07-18,68.57,89.73,79.74,60.65
2018-07-19,68.83,89.93,80.12,61.01
2018-07-20,68.85,89.67,80.31,61.27
2018-07-21,68.7,90.28,80.56,61.93
2018-07-23,68.7,90.28,80.56,61.93
2018-07-24,69.05,90.3,80.54,61.98
2018-07-25,68.8,90.58,80.45,61.88
2018-07-26,68.7,90.66,80.6,62.09
2018-07-27,68.7,89.99,79.98,61.84
2018-07-30,68.75,90.15,80.16,61.89
2018-07-31,68.61,90.09,80.37,61.69
2018-08-01,68.61,89.93,80.12,61.21
2018-08-02,68.36,89.52,79.57,61.23
2018-08-03,68.79,89.52,79.67,61.58
2018-08-06,68.68,89.26,79.38,61.71
2018-08-07,68.8,89.14,79.56,61.81
2018-08-08,68.65,88.82,79.72,61.74
2018-08-09,68.62,88.35,79.63,61.8
2018-08-10,68.95,88.19,79,62.15
2018-08-13,69.47,88.63,79.19,62.97
2018-08-14,69.77,89.23,79.7,62.9
2018-08-16,70.23,89.37,79.97,63.35
2018-08-20,69.76,88.87,79.67,63.09
2018-08-21,69.67,89.4,80.25,63.3
2018-08-23,70.07,90.26,81.05,63.21
2018-08-24,70.14,89.97,81.17,62.98
2018-08-27,70.04,89.95,81.3,63.07
2018-08-28,70.17,90.33,81.93,63.08
2018-08-29,70.5,90.63,82.34,63.42
2018-08-30,70.73,92.15,82.72,63.34
2018-08-31,70.93,92.35,82.84,63.91
2018-09-03,70.77,91.36,82.14,63.8
2018-09-04,71.19,91.46,82.49,63.92
2018-09-05,71.75,92.23,83.13,64.36
2018-09-06,71.92,92.8,83.6,64.56
2018-09-07,71.9,93.04,83.67,64.98
2018-09-10,72.57,93.74,83.81,65.42
2018-09-11,72.32,94.42,84.08,64.89
2018-09-12,72.75,94.62,84.32,65.22
2018-09-14,71.81,94.16,83.98,64.19
2018-09-17,72.55,94.94,84.4,64.78
2018-09-18,72.38,95.29,84.77,64.59
2018-09-19,72.68,95.59,84.91,64.69
2018-09-21,71.85,95.15,84.68,63.67
2018-09-24,72.69,95,85.25,64.61
2018-09-25,72.81,95.5,85.62,64.47
2018-09-26,72.72,95.77,85.54,64.42
2018-09-27,72.65,95.43,85.04,64.47
2018-09-28,72.55,94.91,84.44,63.9
2018-10-01,72.8,94.88,84.38,63.89
2018-10-03,73.03,94.99,84.58,64.18
2018-10-04,73.75,95.39,84.63,64.49
2018-10-05,73.58,95.89,84.7,64.59
2018-10-08,73.92,96.86,85.06,64.96
2018-10-09,74.1,96.99,85.11,65.51
2018-10-10,74.13,97.63,85.26,65.6
2018-10-11,74.39,98.3,85.9,66.29
2018-10-12,73.8,97.65,85.55,65.67
2018-10-15,73.97,97.08,85.49,66.08
2018-10-16,73.9,97.33,85.58,65.95
2018-10-17,73.48,96.87,84.98,65.47
2018-10-19,73.44,95.65,84.17,65.27
2018-10-22,73.3,95.93,84.57,65.02
2018-10-23,73.78,95.56,84.47,65.62
2018-10-24,73.26,95.05,83.99,65.13
2018-10-25,73.27,94.62,83.65,65.33
2018-10-26,73.37,94.05,83.41,65.41
2018-10-29,73.42,94.26,83.69,65.62
2018-10-30,73.57,94.18,83.71,65.28
2018-10-31,73.99,94.1,83.93,65.36
2018-11-01,73.83,94.82,83.73,65.4
2018-11-02,72.88,94.75,83.23,64.47
2018-11-05,73.07,94.98,83.26,64.5
2018-11-06,73.01,95.3,83.26,64.37
2018-11-09,72.73,94.87,82.52,63.84
2018-11-12,72.91,93.99,82.43,63.91
2018-11-13,72.59,93.49,81.61,63.69
2018-11-14,72.1,93.7,81.44,63.31
2018-11-15,72.16,93.95,81.83,63.55
2018-11-16,71.8,91.92,81.46,63.37
2018-11-19,71.9,92.2,81.94,63.74
2018-11-20,71.33,91.72,81.69,63.4
2018-11-22,71.18,91.04,81.19,62.97
2018-11-26,70.71,90.65,80.27,62.47
2018-11-27,70.91,90.84,80.42,62.49
2018-11-28,70.69,90.14,79.88,62.08
2018-11-29,69.92,89.74,79.58,61.71
2018-11-30,69.66,89.08,79.36,61.43
2018-12-03,70.03,89.5,79.59,61.69
2018-12-04,70.35,89.65,80.08,62.21
2018-12-05,70.52,89.45,79.84,62.37
2018-12-06,71.04,90.3,80.55,62.99
2018-12-07,70.57,90.12,80.22,62.53
2018-12-10,71.33,90.91,81.57,63.43
2018-12-11,71.93,90.43,81.73,63.57
2018-12-12,72.04,90.04,81.59,63.5
2018-12-13,71.54,90.31,81.34,63.06
2018-12-14,71.74,90.58,81.46,63.2
2018-12-17,71.67,90.2,81.07,63.17
2018-12-18,71.19,89.88,80.76,63.21
2018-12-19,70.11,88.74,79.82,62.38
2018-12-20,70.28,88.85,80.05,62.79
2018-12-21,70.04,88.7,80.21,62.87
2018-12-24,70.18,88.87,79.88,63.16
2018-12-26,69.99,88.96,79.82,63.36
2018-12-27,70.33,88.98,80.02,63.25
2018-12-28,69.98,88.66,80.18,63.28
2018-12-31,69.79,88.55,79.78,63.21
2019-01-01,69.71,88.97,79.93,63.57
2019-01-02,69.61,88.83,79.96,63.75
2019-01-03,70.36,88.28,79.92,65.8
2019-01-04,69.87,88.26,79.57,64.6
2019-01-07,69.48,88.59,79.39,64.21
2019-01-08,70.02,89.42,80.16,64.37
2019-01-09,70.44,89.72,80.71,64.71
2019-01-10,70.51,90.17,81.49,65.4
2019-01-11,70.47,89.92,81.21,65.03
2019-01-14,70.82,90.96,81.25,65.5
2019-01-15,71.03,91.62,81.5,65.37
2019-01-16,71.18,91.46,81.18,65.62
2019-01-17,71.34,91.86,81.26,65.51
2019-01-18,71.14,92.29,81.07,65.04
2019-01-21,71.38,91.89,81.23,65.15
2019-01-22,71.38,91.9,81.04,65.23
2019-01-23,71.2,92.21,80.94,64.94
2019-01-24,71.28,93.15,81.11,64.97
2019-01-25,71.11,93.24,80.5,64.74
2019-01-28,71.13,93.82,81.15,65.05
2019-01-29,71.09,93.55,81.32,65.05
2019-01-30,71.24,93.29,81.54,65.2
2019-01-31,71.03,93.24,81.68,65.3
2019-02-01,71.11,93.17,81.34,65.31
2019-02-04,71.66,93.71,82,65.29
2019-02-05,71.75,93.56,82.01,65.29
2019-02-06,71.57,92.69,81.55,65.21
2019-02-07,71.47,92.45,81.2,65
2019-02-08,71.29,92.29,80.83,64.98
2019-02-11,71.16,92.02,80.59,64.71
2019-02-12,70.94,91.26,80.03,64.15
2019-02-13,70.55,91.13,79.96,63.78
2019-02-14,70.94,91.28,80,63.88
2019-02-15,71.25,91.23,80.42,64.55
2019-02-18,71.47,92.27,80.81,64.64
2019-02-20,71.18,92.93,80.71,64.21
2019-02-21,71.15,92.72,80.62,64.24
2019-02-22,71.22,92.83,80.75,64.29
2019-02-25,71.04,92.88,80.6,64.22
2019-02-26,71.1,93.36,80.75,64.16
2019-02-27,71.17,94.22,80.97,64.38
2019-02-28,71.2,94.7,80.98,64.24
2019-03-01,70.97,94.09,80.72,63.49
2019-03-05,70.76,93.12,80.16,63.23
2019-03-06,70.58,92.72,79.77,63.13
2019-03-07,70.03,92.26,79.17,62.66
2019-03-08,70.1,91.8,78.55,63.13
2019-03-11,69.93,90.79,78.57,62.93
2019-03-12,69.6,91.87,78.34,62.54
2019-03-13,69.62,91.15,78.57,62.55
2019-03-14,69.67,92.29,78.84,62.43
2019-03-15,69.21,91.64,78.34,61.99
2019-03-18,68.61,91.12,77.78,61.5
2019-03-19,68.58,91.01,77.82,61.66
2019-03-20,68.86,91.28,78.14,61.72
2019-03-22,68.66,90.28,78.14,61.97
2019-03-25,68.99,90.87,77.97,62.76
2019-03-26,68.85,90.77,77.87,62.55
2019-03-27,68.9,90.88,77.6,62.33
2019-03-28,69,91.03,77.69,62.69
2019-03-29,69.17,90.48,77.7,62.52
2019-04-02,69.12,90.21,77.45,62.09
2019-04-03,68.49,90.02,76.88,61.45
2019-04-04,68.84,90.77,77.39,61.82
2019-04-05,69.2,90.64,77.73,61.96
2019-04-08,69.51,90.78,78.04,62.38
2019-04-09,69.54,90.95,78.31,62.45
2019-04-10,69.15,90.38,77.91,62.21
2019-04-11,68.97,90.28,77.79,62.07
2019-04-12,69.32,90.56,78.23,61.99
2019-04-15,69.23,90.62,78.3,61.84
2019-04-16,69.58,91.09,78.65,62.16
2019-04-18,69.42,90.55,78.43,62.04
2019-04-22,69.74,90.64,78.41,62.32
2019-04-23,69.75,90.54,78.43,62.34
2019-04-24,69.9,90.35,78.33,62.53
2019-04-25,69.94,90.26,78.05,62.49
2019-04-26,70.14,90.53,78.13,62.8
2019-04-30,69.84,90.33,78.08,62.68
2019-05-02,69.54,90.79,77.88,62.34
2019-05-03,69.27,90.24,77.34,62.13
2019-05-06,69.36,91,77.64,62.62
2019-05-07,69.31,90.97,77.7,62.59
2019-05-08,69.6,90.9,78.01,63.23
2019-05-09,69.87,90.99,78.25,63.59
2019-05-10,69.92,90.93,78.49,63.72
2019-05-13,70.26,91.44,78.92,64.04
2019-05-14,70.42,91.21,79.15,64.25
2019-05-15,70.21,90.63,78.69,64.01
2019-05-16,70.25,90.19,78.72,64.18
2019-05-17,70.17,89.73,78.43,64.03
2019-05-20,69.55,88.54,77.57,63.14
2019-05-21,69.73,88.62,77.72,63.28
2019-05-22,69.77,88.59,77.81,63.17
2019-05-23,69.67,87.92,77.65,63.19
2019-05-24,69.61,88.3,77.97,63.55
2019-05-27,69.43,88.48,77.82,63.38
2019-05-28,69.61,88.28,77.86,63.59
2019-05-29,69.88,88.47,78.01,63.97
2019-05-30,69.79,88.17,77.71,63.59
2019-05-31,69.81,88.01,77.73,64.08
2019-06-03,69.43,87.71,77.56,64.13
2019-06-04,69.29,87.83,78,64.21
2019-06-06,69.32,87.87,77.82,64.12
2019-06-07,69.3,88.02,78.07,63.92
2019-06-10,69.46,88.27,78.55,63.94
2019-06-11,69.42,88.04,78.58,63.9
2019-06-12,69.4,88.33,78.7,64.07
2019-06-13,69.36,88.02,78.37,64.03
2019-06-14,69.56,88.2,78.43,64.23
2019-06-17,69.84,87.89,78.27,64.31
2019-06-18,69.8,87.46,78.42,64.47
2019-06-19,69.67,87.49,77.99,64.34
2019-06-21,69.63,88.37,78.59,64.9
2019-06-24,69.48,88.68,79.11,64.68
2019-06-25,69.34,88.42,79.05,64.81
2019-06-26,69.32,87.84,78.75,64.55
2019-06-27,69.22,87.74,78.59,64.01
2019-06-28,68.92,87.35,78.36,63.97
2019-07-01,68.97,87.47,78.13,63.64
2019-07-02,68.99,87.23,77.92,63.66
2019-07-03,68.88,86.61,77.73,64
2019-07-04,68.85,86.57,77.69,63.86
2019-07-05,68.75,86.5,77.52,63.7
2019-07-08,68.7,86.06,77.11,63.42
2019-07-09,68.73,85.88,77.05,63.18
2019-07-10,68.53,85.3,76.79,62.93
2019-07-11,68.37,85.65,77.04,63.32
2019-07-12,68.59,86.01,77.29,63.3
2019-07-15,68.58,86.2,77.31,63.49
2019-07-16,68.57,85.77,77.18,63.45
2019-07-18,68.88,85.72,77.44,63.99
2019-07-19,68.82,86.22,77.52,63.93
2019-07-22,69.02,86.3,77.42,63.94
2019-07-23,68.99,85.93,77.21,63.8
2019-07-24,69.01,85.89,76.96,63.83
2019-07-25,68.99,86.07,76.82,63.81
2019-07-26,69.06,85.85,76.94,63.58
2019-07-29,68.9,85.22,76.66,63.42
2019-07-30,68.75,83.54,76.58,63.31
2019-07-31,68.86,83.74,76.84,63.43
2019-08-01,69.06,83.75,76.31,63.24
2019-08-02,69.4,84.09,76.94,64.82
2019-08-05,70.36,85.26,78.27,66.42
2019-08-06,70.72,85.99,79.25,66.41
2019-08-07,70.96,86.23,79.5,66.8
2019-08-08,70.85,86.15,79.39,66.76
2019-08-09,70.52,85.61,78.91,66.58
2019-08-13,71.24,85.89,79.76,67.66
2019-08-14,71.1,85.74,79.46,66.82
2019-08-16,71.29,86.33,79.15,67.17
2019-08-19,71.34,86.8,79.14,67.05
2019-08-20,71.65,86.78,79.37,67.27
2019-08-21,71.55,86.89,79.39,67.2
2019-08-22,71.55,86.89,79.39,67.2
2019-08-23,71.7,86.91,79.43,67.44
2019-08-26,72.18,88.6,80.47,68.61
2019-08-27,71.82,87.75,79.74,67.97
2019-08-28,71.7,88.02,79.5,67.77
2019-08-29,72,87.94,79.79,67.98
2019-08-30,71.76,87.43,79.24,67.49
2019-09-03,72.19,86.72,79,67.92
2019-09-04,72.07,87.28,79.11,67.89
2019-09-05,71.86,87.89,79.21,67.47
2019-09-06,71.73,88.51,79.21,67.04
2019-09-09,71.59,87.83,78.94,66.98
2019-09-11,71.66,88.56,79.16,66.47
2019-09-12,71.32,87.91,78.51,66.02
2019-09-13,70.94,87.65,78.56,65.64
2019-09-16,71.54,89.14,79.19,66.34
2019-09-17,71.82,89.12,78.96,66.36
2019-09-18,71.31,89.06,78.91,65.9
2019-09-19,71.14,88.68,78.57,65.89
2019-09-20,70.94,89.21,78.44,65.76
2019-09-23,70.92,88.48,78.18,65.83
2019-09-24,70.85,88.12,77.86,65.88
2019-09-25,71.04,88.55,78.14,66.18
2019-09-26,70.9,87.68,77.66,65.87
2019-09-27,70.84,87.33,77.32,65.71
2019-09-30,70.69,86.93,77.33,65.55
2019-10-01,70.91,87.06,77.18,65.49
2019-10-03,71.12,87.42,77.89,66.39
2019-10-04,70.87,87.52,77.78,66.36
2019-10-07,70.98,87.42,77.93,66.41
2019-10-09,71.11,86.79,77.93,66.35
2019-10-10,71.05,86.86,78.05,66.1
2019-10-11,71.03,88.43,78.24,65.78
2019-10-14,71.02,89.29,78.29,65.61
2019-10-15,71.32,90.41,78.74,65.82
2019-10-16,71.51,91.35,79.02,65.77
2019-10-17,71.41,91.11,79.06,65.66
2019-10-18,71.2,91.52,79.19,65.58
2019-10-22,70.87,91.96,79.06,65.26
2019-10-23,70.94,91.33,78.92,65.44
2019-10-24,70.93,91.63,78.98,65.3
2019-10-25,70.96,91.19,78.81,65.3
2019-10-29,70.73,90.91,78.44,64.9
2019-10-30,70.99,91.36,78.89,65.23
2019-10-31,70.81,91.5,79.03,65.15
2019-11-01,70.88,91.85,79.12,65.65
2019-11-04,70.68,91.42,78.93,65.3
2019-11-05,70.73,91.11,78.7,65.01
2019-11-06,70.89,91.32,78.51,65
2019-11-07,71.01,91.24,78.55,65.3
2019-11-08,71.25,91.27,78.73,65.21
2019-11-11,71.45,91.42,78.75,65.57
2019-11-13,71.7,92.17,78.97,65.74
2019-11-14,72.05,92.43,79.24,66.28
2019-11-15,71.71,92.37,79.04,66.04
2019-11-18,71.71,92.7,79.32,65.89
2019-11-19,71.81,93.09,79.56,66.12
2019-11-20,71.68,92.53,79.36,66.05
2019-11-21,71.8,92.81,79.52,66.12
2019-11-22,71.85,92.83,79.52,66.14
2019-11-25,71.65,92.06,79,65.81
2019-11-26,71.59,92.32,78.85,65.7
2019-11-27,71.36,91.67,78.56,65.37
2019-11-28,71.51,92.59,78.73,65.33
2019-11-29,71.73,92.66,78.98,65.51
2019-12-02,71.72,92.65,79.02,65.41
2019-12-03,71.6,92.66,79.29,65.59
2019-12-04,71.78,93.27,79.5,66.11
2019-12-05,71.55,93.81,79.29,65.76
2019-12-06,71.32,93.88,79.19,65.61
2019-12-09,71.16,93.75,78.72,65.54
2019-12-10,70.9,93.27,78.46,65.27
2019-12-11,70.87,93.1,78.58,65.17
2019-12-12,70.75,93.47,78.81,65.15
2019-12-13,70.72,95.28,78.97,64.53
2019-12-16,70.94,94.96,79.01,64.85
2019-12-17,70.97,94.22,79.1,64.78
2019-12-18,71.06,93.13,79.14,64.93
2019-12-19,71.08,93,79.1,64.86
2019-12-20,71.16,92.62,79.11,65.09
2019-12-23,71.17,92.66,78.88,65.04
2019-12-24,71.2,92.15,78.95,65.07
2019-12-26,71.27,92.55,79.03,65.05
2019-12-27,71.22,92.55,79.19,65.04
2019-12-30,71.34,93.55,79.88,65.37
2019-12-31,71.34,93.55,79.88,65.37
2020-01-01,71.37,94.64,80.03,65.69
2020-01-02,71.34,94.25,79.94,65.61
2020-01-03,71.69,93.99,80.05,66.32
2020-01-06,72.09,94.29,80.45,66.74
2020-01-07,71.78,94.43,80.28,66.22
2020-01-08,72.02,94.58,80.32,66.45
2020-01-09,71.42,93.65,79.37,65.36
2020-01-10,71.11,93.06,79,64.9
2020-01-13,70.81,92.26,78.8,64.59
2020-01-14,70.92,92.14,78.99,64.43
2020-01-15,70.88,92.38,78.91,64.47
2020-01-16,70.91,92.45,79.05,64.49
2020-01-17,71.04,92.95,79.14,64.45
2020-01-20,71.06,92.33,78.88,64.49
2020-01-21,71.18,92.62,78.99,64.74
2020-01-22,71.21,93.01,78.91,64.71
2020-01-23,71.24,93.48,78.96,65.05
2020-01-24,71.24,93.51,78.69,65.04
2020-01-27,71.39,93.25,78.73,65.46
2020-01-28,71.33,93.09,78.62,65.41
2020-01-29,71.19,92.72,78.42,65.24
2020-01-30,71.48,93.02,78.71,65.62
2020-01-31,71.51,93.66,78.82,65.58
2020-02-03,71.58,94.2,79.33,65.96
2020-02-04,71.14,92.6,78.69,65.36
2020-02-05,71.27,92.77,78.65,65.12
2020-02-06,71.26,92.52,78.38,64.82
2020-02-07,71.25,92.22,78.23,64.79
2020-02-10,71.3,92.02,78.11,64.93
2020-02-11,71.23,92,77.71,64.8
2020-02-12,71.26,92.32,77.74,64.86
2020-02-13,71.47,92.56,77.7,65.09
2020-02-14,71.39,93.13,77.35,65.03
2020-02-17,71.43,93.17,77.42,65.02
2020-02-18,71.4,92.82,77.36,65.04
2020-02-20,71.59,92.4,77.25,64.21
2020-02-24,71.85,92.95,77.73,64.4
2020-02-25,71.86,92.98,78.01,64.82
2020-02-26,71.73,93.16,77.98,64.97
2020-02-27,71.61,92.63,78.17,65.06
2020-02-28,72.19,93.01,79.44,66.3
2020-03-02,72.24,92.74,79.76,66.73
2020-03-03,72.87,93.15,81.24,67.62
2020-03-04,73.56,94.22,81.99,68.44
2020-03-05,73.28,94.37,81.61,68.27
2020-03-06,73.66,95.44,82.69,69.56
2020-03-09,73.95,96.67,84.33,72.06
2020-03-11,73.81,95.47,83.8,70.64
2020-03-12,74.17,94.99,83.76,71.56
2020-03-13,74.07,93,82.96,70.21
2020-03-16,74.27,91.68,82.7,69.82
2020-03-18,74.17,89.76,81.72,69.39
2020-03-19,75.06,86.62,82.03,69.06
2020-03-20,75.01,87.42,80.65,68.19
2020-03-23,75.88,88.76,81.54,69.04
2020-03-24,76.15,88.5,82.11,68.98
2020-03-26,75.24,89.02,82.05,67.98
2020-03-27,74.84,91.56,82.64,68.89
2020-03-30,75.35,93.37,83.46,69.84
2020-03-31,75.39,93.08,83.05,69.65
2020-04-03,75.83,93.88,82.22,70.27
2020-04-07,75.84,93.17,82.13,69.68
2020-04-08,76.09,93.57,82.47,69.88
2020-04-09,76.46,94.54,82.92,70.18
2020-04-13,76.36,95.37,83.57,70.8
2020-04-15,76.27,95.98,83.6,71.23
2020-04-16,76.74,95.99,83.65,71.22
2020-04-17,76.54,95.47,83.05,71.04
2020-04-20,76.63,95.49,83.17,71.05
2020-04-21,76.65,95.14,83.09,71.31
2020-04-22,76.81,94.51,83.38,71.41
2020-04-23,76.06,93.99,82.31,70.55
2020-04-24,76.42,94.22,82.21,71
2020-04-27,76.13,94.73,82.62,71.03
2020-04-28,76.37,94.78,82.59,71.23
2020-04-29,75.7,94.36,82.12,71.04
2020-04-30,75.12,93.59,81.62,70.48
2020-05-04,75.79,94.21,82.84,70.99
2020-05-05,75.57,94.22,82.46,70.84
2020-05-06,75.69,94.1,81.98,71.16
2020-05-08,75.44,93.5,81.8,70.93
2020-05-11,75.68,93.99,82.05,70.78
2020-05-12,75.79,93.4,81.96,70.52
2020-05-13,75.39,92.62,81.82,70.37
2020-05-14,75.44,91.99,81.5,70.64
2020-05-15,75.56,92.26,81.65,70.48
2020-05-18,75.93,91.95,82.19,70.84
2020-05-19,75.66,92.59,82.68,70.44
2020-05-20,75.67,92.64,82.81,70.21
2020-05-21,75.78,92.38,83.04,70.34
2020-05-22,75.79,92.49,82.82,70.55
2020-05-26,75.64,92.6,82.64,70.11
2020-05-27,75.65,93.22,82.92,70.34
2020-05-28,75.75,92.94,83.48,70.25
2020-05-29,75.64,93.31,83.91,70.56
2020-06-01,75.48,93.53,84.09,70.16
2020-06-02,75.59,94.64,84.11,70.16
2020-06-03,75.33,94.87,84.44,69.3
2020-06-04,75.53,94.66,84.64,69.22
2020-06-05,75.47,95.47,85.84,69.03
2020-06-08,75.63,96.03,85.35,69.05
2020-06-09,75.49,95.97,85.15,69.92
2020-06-10,75.47,96.3,85.7,70.26
2020-06-11,75.79,96.1,86.05,70.77
2020-06-12,75.97,95.56,85.87,70.89
2020-06-15,76.11,94.84,85.52,70.96
2020-06-16,75.84,96.04,85.96,70.54
2020-06-17,76.2,95.83,85.98,71.03
2020-06-18,76.15,95.58,85.69,71.21
2020-06-19,76.21,94.79,85.42,71.27
2020-06-22,76.06,94.21,85.19,71.13
2020-06-23,75.75,94.34,85.33,70.67
2020-06-24,75.71,94.72,85.7,71.03
2020-06-25,75.63,93.92,85.07,70.57
2020-06-26,75.48,93.71,84.63,70.47
2020-06-29,75.57,93.58,85.12,70.57
2020-06-30,75.53,92.69,84.67,70.15
2020-07-01,75.58,93.58,84.89,70.19
2020-07-02,75.49,94.36,85.07,70.24
2020-07-03,74.78,93.27,84.05,69.56
2020-07-06,74.68,93.35,84.32,69.35
2020-07-07,74.86,93.49,84.61,69.6
2020-07-08,75.03,94.12,84.54,69.75
2020-07-09,75,94.78,85.19,69.95
2020-07-10,75.29,94.77,84.8,70.46
2020-07-13,75.16,95.12,85.12,70.3
2020-07-14,75.39,94.55,85.54,70.25
2020-07-15,75.31,94.84,85.92,70.24
2020-07-16,75.24,94.46,85.8,70.37
2020-07-17,75.1,94.25,85.5,70.06
2020-07-20,74.97,94.06,85.94,69.9
2020-07-21,74.77,94.87,85.57,69.67
2020-07-22,74.68,94.97,86.06,69.9
2020-07-23,74.75,95.29,86.65,69.79
2020-07-24,74.87,95.42,86.95,70.4
2020-07-27,74.76,95.89,87.53,70.79
2020-07-28,74.75,96.16,87.72,70.83
2020-07-29,74.77,96.67,87.78,71.22
2020-07-30,74.84,96.93,87.96,71.12
2020-07-31,74.77,98.17,88.87,71.64
2020-08-03,74.98,97.98,88.13,70.78
2020-08-04,75.09,98.12,88.37,70.77
2020-08-05,74.91,98,88.53,70.91
2020-08-06,74.86,98.54,89.07,71
2020-08-07,74.96,98.39,88.78,71.01
2020-08-10,74.88,97.84,88.33,70.79
2020-08-11,74.84,97.78,87.81,70.49
2020-08-12,74.83,97.62,87.78,70.11
2020-08-13,74.84,97.85,88.55,70.17
2020-08-14,74.77,97.73,88.39,69.99
2020-08-17,74.85,98.08,88.79,70.26
2020-08-18,74.82,98.44,88.99,70.92
2020-08-19,74.76,99.14,89.28,70.86
2020-08-20,75.01,98.13,88.82,70.7
2020-08-21,74.88,99.12,88.86,70.9
2020-08-24,74.83,98.06,88.29,70.7
2020-08-25,74.4,97.46,87.85,70.16
2020-08-26,74.35,97.76,87.88,69.62
2020-08-27,74.33,98.15,87.91,70.09
2020-08-28,73.35,97.28,87.07,69.03
2020-08-31,73.6,98.13,87.57,69.67
2020-09-01,72.82,97.69,87.31,68.92
2020-09-02,73.01,97.6,86.89,68.85
2020-09-03,73.36,97.47,86.55,69.01
2020-09-04,73.34,97.35,86.85,69.07
2020-09-07,73.28,96.84,86.7,68.95
2020-09-08,73.28,96.84,86.7,68.95
2020-09-09,73.67,95.49,86.75,69.56
2020-09-10,73.35,95.51,86.78,69.14
2020-09-11,73.47,94.17,86.97,69.19
2020-09-14,73.38,94.08,86.93,69.2
2020-09-15,73.42,94.44,87.32,69.49
2020-09-16,73.75,95.08,87.37,70
2020-09-17,73.7,95.45,86.76,70.29
2020-09-18,73.3,95.06,86.88,69.93
2020-09-21,73.32,95.03,86.96,70.29
2020-09-22,73.5,93.98,86.3,70.25
