Date,USD,GBP,EURO,YEN
2023-04-24,82.05,101.94,90.11,61.12
2023-04-25,81.9,102.28,90.52,61.05
2023-04-26,81.92,101.87,90.11,61.25
2023-04-27,81.65,101.83,90.26,61.03
2023-04-28,81.78,102.03,90.09,60.36
2023-05-02,81.76,102.2,89.85,59.42
2023-05-03,81.86,102.23,90.21,60.17
2023-05-04,81.74,102.78,90.54,60.9
2023-05-08,81.76,103.47,90.3,60.7
2023-05-09,82.02,103.61,90.18,60.86
2023-05-10,82.02,103.56,90.01,60.59
2023-05-11,82.04,103.5,89.94,61.12
2023-05-12,82.16,102.94,89.82,60.98
2023-05-15,82.28,102.61,89.41,60.46
2023-05-16,82.27,102.63,89.4,60.51
2023-05-17,82.37,102.65,89.46,60.23
2023-05-18,82.48,102.78,89.32,59.98
2023-05-19,82.7,102.63,89.14,59.83
2023-05-22,82.8,103.04,89.59,60.05
2023-05-23,82.8,102.91,89.48,59.78
2023-05-24,82.72,102.99,89.23,59.74
2023-05-25,82.75,102.23,88.84,59.3
2023-05-26,82.72,102.03,88.79,59.2
2023-05-29,82.55,102.04,88.66,58.83
2023-05-30,82.73,102.07,88.46,58.81
2023-05-31,82.68,102.38,88.36,59.3
2023-06-01,82.46,102.56,88.07,59.02
2023-06-02,82.32,103.22,88.66,59.27
2023-06-05,82.58,102.53,88.31,58.87
2023-06-06,82.64,102.83,88.66,59.28
2023-06-07,82.53,102.4,88.1,59.24
2023-06-08,82.58,102.8,88.47,59.04
2023-06-09,82.43,103.55,88.85,59.13
2023-06-12,82.46,103.7,88.64,59.11
2023-06-13,82.39,103.46,88.93,59.05
2023-06-14,82.31,103.8,88.78,58.74
2023-06-15,82.2,103.96,88.88,58.16
2023-06-16,81.88,104.9,89.73,58.18
2023-06-19,81.97,105.04,89.6,57.85
2023-06-20,82.12,104.98,89.75,57.82
2023-06-21,82.1,104.83,89.59,57.83
2023-06-22,81.92,104.45,89.97,57.74
2023-06-23,82.05,104.32,89.66,57.27
2023-06-26,81.97,104.33,89.38,57.15
2023-06-27,81.96,104.41,89.53,57.07
2023-06-28,82.01,104.36,89.75,56.97
2023-06-30,82.04,103.51,89.13,56.77
2023-07-03,81.86,103.78,89.15,56.56
2023-07-04,81.97,104.02,89.35,56.7
2023-07-05,82.16,104.37,89.38,56.78
2023-07-06,82.46,104.84,89.59,57.34
2023-07-07,82.68,105.38,90.07,57.6
2023-07-10,82.63,105.79,90.48,57.94
2023-07-11,82.35,106.28,90.75,58.5
2023-07-12,82.28,106.67,90.77,59.03
2023-07-13,82.12,106.83,91.51,59.25
2023-07-14,82.1,107.64,92.1,59.51
2023-07-17,82.15,107.44,92.29,59.33
2023-07-18,82.05,107.36,92.28,59.24
2023-07-19,82.1,106.35,92.13,58.9
2023-07-20,82.04,106.04,91.99,58.79
2023-07-21,82.02,105.76,91.4,58.51
2023-07-24,81.92,105.45,91.16,57.87
2023-07-25,81.81,105.1,90.66,57.84
2023-07-26,81.99,105.74,90.72,58.29
2023-07-27,81.99,106.21,90.96,58.51
2023-07-28,82.25,105.28,90.32,58.95
2023-07-31,82.25,105.76,90.58,58.06
2023-08-01,82.28,105.58,90.46,57.69
2023-08-02,82.53,105.34,90.65,57.8
2023-08-03,82.72,105.02,90.47,57.61
2023-08-04,82.8,105.3,90.67,58.11
2023-08-07,82.74,105.26,90.84,58.18
2023-08-08,82.8,105.69,91.06,57.87
2023-08-09,82.82,105.75,90.87,57.85
2023-08-10,82.84,105.44,91.06,57.52
2023-08-11,82.78,105.23,91.02,57.19
2023-08-18,83.09,105.75,90.44,57.21
2023-08-21,83.11,105.82,90.42,57.15
2023-08-22,83.07,106.25,90.69,56.93
2023-08-23,82.92,105.73,90.06,56.93
2023-08-24,82.55,105.02,89.74,56.9
2023-08-25,82.65,103.93,89.17,56.58
2023-08-28,82.61,104.15,89.36,56.45
2023-08-29,82.65,104.3,89.38,56.46
2023-08-30,82.77,104.58,90.01,56.6
2023-08-31,82.68,105.09,90.22,56.63
2023-09-01,82.66,104.64,89.62,56.79
2023-09-04,82.74,104.36,89.26,56.6
2023-09-05,82.94,104.4,89.32,56.44
2023-09-06,83.09,104.44,89.18,56.45
2023-09-07,83.18,103.96,89.18,56.4
2023-09-08,83.16,103.93,89.15,56.5
2023-09-11,82.88,103.75,88.95,56.73
2023-09-12,82.98,103.79,89.06,56.49
2023-09-13,82.95,103.3,89.11,56.33
2023-09-14,82.98,103.68,89.15,56.39
2023-09-15,83.06,103.23,88.57,56.28
2023-09-18,83.21,103.16,88.76,56.37
2023-09-20,83.26,102.84,89,56.28
2023-09-21,83.15,102.44,88.51,56.05
2023-09-22,82.95,101.87,88.35,55.99
2023-09-25,83.1,101.7,88.45,56.01
2023-09-26,83.23,101.39,88.06,55.81
2023-09-27,83.22,101.11,87.92,55.81
2023-09-28,83.16,100.92,87.34,55.66
2023-09-29,83.06,101.67,87.94,55.81
2023-10-03,83.18,100.39,87.07,55.5
2023-10-04,83.26,100.41,87.08,55.78
2023-10-05,83.24,101.07,87.47,55.95
2023-10-06,83.24,101.29,87.68,55.88
2023-10-09,83.25,101.59,87.8,55.81
2023-10-10,83.26,101.75,87.9,55.95
2023-10-11,83.24,102.28,88.25,55.89
2023-10-12,83.18,102.56,88.49,55.83
2023-10-13,83.26,101.52,87.76,55.6
2023-10-16,83.26,101.32,87.71,55.69
2023-10-17,83.26,101.35,87.72,55.64
2023-10-18,83.26,101.63,88.17,55.64
2023-10-19,83.27,101.05,87.76,55.6
2023-10-20,83.2,100.66,87.92,55.49
2023-10-23,83.17,101.08,87.96,55.47
2023-10-25,83.15,101.15,88.12,55.49
2023-10-26,83.24,100.52,87.7,55.22
2023-10-27,83.25,100.91,87.9,55.42
2023-10-30,83.27,100.93,87.95,55.66
2023-10-31,83.27,101.16,88.32,55.42
2023-11-01,83.28,101.12,88.04,55.06
2023-11-02,83.26,101.4,88.24,55.36
2023-11-03,83.27,101.63,88.53,55.4
2023-11-06,83.22,103.05,89.36,55.65
2023-11-07,83.27,102.64,89.14,55.37
2023-11-08,83.27,102.22,88.98,55.26
2023-11-09,83.28,102.31,89.17,55.16
2023-11-10,83.35,101.94,88.91,55.06
2023-11-13,83.32,101.95,89.06,54.9
2023-11-15,83.13,103.83,90.4,55.18
2023-11-16,83.24,103.19,90.22,55
2023-11-17,83.26,103.38,90.36,55.28
2023-11-20,83.33,103.98,90.98,55.87
2023-11-21,83.35,104.4,91.31,56.4
2023-11-22,83.34,104.32,90.85,55.95
2023-11-23,83.36,104.3,90.95,55.94
2023-11-24,83.37,104.55,90.93,55.85
2023-11-28,83.39,105.3,91.31,56.24
2023-11-29,83.32,105.92,91.64,56.59
2023-11-30,83.35,105.87,91.48,56.68
2023-12-01,83.36,105.37,90.94,56.27
2023-12-04,83.34,105.7,90.63,56.81
2023-12-05,83.39,105.36,90.39,56.78
2023-12-06,83.35,105.07,89.95,56.63
2023-12-07,83.37,104.67,89.74,56.99
2023-12-08,83.37,104.92,89.9,57.88
2023-12-11,83.39,104.6,89.8,57.3
2023-12-12,83.38,104.87,89.8,57.34
2023-12-13,83.4,104.66,89.93,57.2
2023-12-14,83.35,105.35,90.86,58.82
2023-12-15,83.18,106.12,91.37,58.6
2023-12-18,83.02,105.35,90.63,58.36
2023-12-19,83.18,105.26,90.87,57.95
2023-12-20,83.15,105.75,91.15,57.86
2023-12-21,83.27,105.23,91.16,58.21
2023-12-22,83.25,105.62,91.56,58.49
2023-12-26,83.17,105.67,91.68,58.45
2023-12-27,83.32,106.09,92.02,58.41
2023-12-28,83.23,106.61,92.45,58.94
2023-12-29,83.12,106.11,92,58.82
2024-01-01,83.2,105.95,91.84,58.99
2024-01-02,83.33,106.1,91.92,58.9
2024-01-03,83.32,105.28,91.28,58.65
2024-01-04,83.3,105.56,90.99,57.99
2024-01-05,83.18,105.36,90.88,57.26
2024-01-08,83.07,105.58,90.89,57.59
2024-01-09,83.13,105.92,91.05,57.75
2024-01-10,83.15,105.58,90.9,57.4
2024-01-11,82.94,105.93,91.11,57.02
2024-01-12,82.99,106.01,91.09,57.18
2024-01-15,82.85,105.66,90.84,57.03
2024-01-16,82.98,105.24,90.61,56.79
2024-01-17,83.13,104.74,90.25,56.23
2024-01-18,83.12,105.54,90.64,56.23
2024-01-19,83.13,105.56,90.45,55.9
2024-01-23,83.1,105.84,90.6,56.11
2024-01-24,83.15,105.62,90.33,56.21
2024-01-25,83.12,105.65,90.42,56.23
2024-01-29,83.15,105.66,90.17,56.2
2024-01-30,83.12,105.61,89.96,56.42
2024-01-31,83.08,105.31,89.88,56.2
2024-02-01,82.96,105.1,89.61,56.47
2024-02-02,82.84,105.63,90.13,56.58
2024-02-05,83.03,104.73,89.52,55.98
2024-02-06,83.06,104.25,89.3,55.96
2024-02-07,82.98,104.58,89.29,56.05
2024-02-08,82.98,104.79,89.47,55.81
2024-02-09,83,104.71,89.4,55.55
2024-02-12,83,104.83,89.57,55.63
2024-02-13,83.02,104.75,89.39,55.53
2024-02-14,83.09,104.77,89.06,55.22
2024-02-15,83.01,104.32,89.06,55.27
2024-02-16,83.04,104.48,89.35,55.26
2024-02-20,82.97,104.42,89.36,55.17
2024-02-21,82.89,104.68,89.61,55.25
2024-02-22,82.92,104.88,89.87,55.2
2024-02-23,82.89,104.95,89.71,55.03
2024-02-26,82.89,105,89.72,55.1
2024-02-27,82.89,105.1,89.94,55.07
2024-02-28,82.92,104.98,89.78,55.05
2024-02-29,82.92,105.03,89.86,55.36
2024-03-01,82.87,104.65,89.58,55.11
2024-03-04,82.9,104.98,89.9,55.13
2024-03-05,82.93,105.14,89.97,55.09
2024-03-06,82.91,105.33,90.01,55.31
2024-03-07,82.78,105.41,90.23,55.7
2024-03-11,82.68,106.24,90.44,56.25
2024-03-12,82.75,106.06,90.51,56.14
2024-03-13,82.9,106.06,90.59,56.19
2024-03-14,82.87,106.02,90.66,56.03
2024-03-15,82.89,105.59,90.17,55.9
2024-03-18,82.91,105.58,90.28,55.59
2024-03-19,82.94,105.41,90.13,55.17
2024-03-20,83.1,105.7,90.31,54.83
2024-03-21,83.13,106.36,90.91,55.06
2024-03-22,83.35,105.25,90.26,55.05
2024-03-26,83.36,105.45,90.43,55.08
2024-03-27,83.33,105.13,90.22,54.92
2024-03-28,83.37,105.29,90.22,55.09
2024-04-02,83.36,104.58,89.45,54.94
2024-04-03,83.42,104.87,89.85,55.01
2024-04-04,83.45,105.6,90.49,55.02
2024-04-05,83.41,105.24,90.31,55.15
2024-04-10,83.23,105.52,90.29,54.83
2024-04-12,83.39,104.42,89.13,54.42
2024-04-15,83.44,104.07,88.91,54.25
2024-04-16,83.5,103.67,88.56,54.04
2024-04-18,83.52,104.25,89.27,54.18
2024-04-19,83.52,103.8,88.89,54.09
2024-04-22,83.41,103.3,88.97,53.9
2024-04-23,83.38,102.88,88.74,53.87
2024-04-24,83.3,103.69,89.11,53.77
2024-04-25,83.38,104.18,89.41,53.57
2024-04-26,83.34,104.26,89.43,53.43
2024-04-29,83.44,104.56,89.46,53.13
2024-04-30,83.52,104.64,89.34,53.25
2024-05-02,83.45,104.59,89.48,53.73
2024-05-03,83.38,104.62,89.5,54.45
2024-05-06,83.47,104.78,89.83,54.28
2024-05-07,83.5,104.72,89.83,54.06
2024-05-08,83.51,104.32,89.75,53.81
2024-05-09,83.5,104.21,89.67,53.6
2024-05-10,83.49,104.69,90.01,53.66
2024-05-13,83.52,104.64,89.98,53.6
2024-05-14,83.52,104.88,90.08,53.37
2024-05-15,83.51,105.16,90.39,53.41
2024-05-16,83.5,105.86,90.83,54.15
2024-05-17,83.48,105.72,90.68,53.63
2024-05-21,83.36,106,90.55,53.35
2024-05-22,83.23,106.11,90.39,53.21
2024-05-24,83.12,105.5,89.89,52.92
2024-05-27,83.08,105.83,90.11,52.98
2024-05-28,83.16,106.23,90.45,53.02
2024-05-29,83.33,106.32,90.42,53.04
2024-05-30,83.42,105.87,90.05,53.18
2024-05-31,83.3,105.93,90.12,53.08
2024-06-03,83.07,105.8,90.15,52.81
2024-06-04,83.5,106.86,91.02,53.52
2024-06-05,83.39,106.46,90.67,53.53
2024-06-06,83.46,106.78,90.81,53.47
2024-06-07,83.43,106.66,90.84,53.72
2024-06-10,83.49,106.14,89.78,53.14
2024-06-11,83.51,106.26,89.93,53.09
2024-06-12,83.56,106.51,89.79,53.15
2024-06-13,83.55,106.77,90.27,53.17
2024-06-14,83.55,106.37,89.55,52.89
2024-06-18,83.48,105.96,89.54,52.88
2024-06-19,83.43,106.16,89.55,52.87
2024-06-20,83.53,106.12,89.64,52.81
2024-06-21,83.59,105.81,89.54,52.58
2024-06-24,83.51,105.65,89.4,52.28
2024-06-25,83.43,105.87,89.57,52.33
2024-06-26,83.54,105.96,89.41,52.27
2024-06-27,83.49,105.51,89.29,52.05
2024-06-28,83.45,105.46,89.25,51.86
2024-07-01,83.4,105.8,89.85,51.81
2024-07-02,83.52,105.55,89.64,51.65
2024-07-03,83.53,105.96,89.72,51.62
2024-07-04,83.5,106.45,90.11,51.73
2024-07-05,83.5,106.65,90.37,51.97
2024-07-08,83.48,106.9,90.3,51.97
2024-07-09,83.48,106.92,90.39,51.9
2024-07-10,83.49,106.8,90.33,51.72
2024-07-11,83.53,107.44,90.53,51.65
2024-07-12,83.54,107.83,90.77,52.49
2024-07-15,83.57,108.36,90.99,52.85
2024-07-16,83.58,108.28,90.98,52.71
2024-07-18,83.64,108.74,91.44,53.53
2024-07-19,83.64,108.17,91.07,53.01
2024-07-22,83.67,108.03,91.06,53.41
2024-07-23,83.66,108.07,91.05,53.45
2024-07-24,83.7,107.85,90.77,54.14
2024-07-25,83.71,107.84,90.7,54.82
2024-07-26,83.73,107.68,90.86,54.48
2024-07-29,83.74,107.74,90.92,54.59
2024-07-30,83.73,107.59,90.61,54.06
2024-07-31,83.74,107.55,90.62,54.78
2024-08-01,83.73,107.46,90.61,55.87
2024-08-02,83.74,106.65,90.47,56.15
2024-08-05,83.84,106.71,91.44,58.82
2024-08-06,83.91,107.1,91.83,57.52
2024-08-07,83.95,106.66,91.62,57.24
2024-08-08,83.96,106.67,91.83,57.4
2024-08-09,83.9,107.12,91.67,57.02
2024-08-12,83.97,107.27,91.69,57.02
2024-08-13,83.97,107.53,91.82,56.8
2024-08-14,83.94,107.69,92.27,57.04
2024-08-16,83.96,108.15,92.22,56.37
2024-08-19,83.92,108.8,92.69,57.7
2024-08-20,83.78,108.88,92.82,56.97
2024-08-21,83.92,109.26,93.29,57.51
2024-08-22,83.96,109.93,93.59,57.79
2024-08-23,83.87,110.07,93.34,57.68
2024-08-26,83.85,110.67,93.77,58.25
2024-08-27,83.94,110.82,93.75,58
2024-08-28,83.97,111.05,93.59,58.11
2024-08-29,83.89,110.91,93.39,58.03
2024-08-30,83.87,110.5,92.91,57.86
2024-09-02,83.88,110.19,92.77,57.35
2024-09-03,83.95,110.09,92.81,57.44
2024-09-04,83.97,110.07,92.79,57.82
2024-09-05,83.98,110.42,93.1,58.66
2024-09-06,83.93,110.63,93.31,58.95
2024-09-09,83.94,110.09,92.9,58.74
2024-09-10,83.98,109.9,92.71,58.6
2024-09-11,83.95,109.85,92.71,59.38
2024-09-12,83.98,109.61,92.55,58.88
2024-09-13,83.92,110.22,92.95,59.49
2024-09-16,83.89,110.41,93.15,59.88
2024-09-17,83.83,110.76,93.3,59.63
2024-09-19,83.62,110.78,93.14,58.72
2024-09-20,83.49,111.23,93.29,58.83
2024-09-23,83.51,111.21,93.21,57.94
2024-09-24,83.63,111.53,92.89,57.96
2024-09-25,83.55,111.98,93.49,58.24
2024-09-26,83.7,111.7,93.32,57.84
2024-09-27,83.67,112.05,93.46,58.23
2024-09-30,83.79,112.16,93.53,59.11
2024-10-01,83.81,112.06,93.31,58.04
2024-10-03,83.95,110.6,92.61,57.24
2024-10-04,83.97,110.29,92.62,57.48
2024-10-07,83.97,110.15,92.1,56.56
2024-10-08,83.94,109.87,92.21,56.74
2024-10-09,83.96,109.86,92.06,56.55
2024-10-10,83.97,109.79,91.87,56.29
2024-10-11,84.06,109.69,91.93,56.48
2024-10-14,84.07,109.88,91.88,56.34
2024-10-15,84.07,109.73,91.59,56.28
2024-10-16,84.07,109.28,91.46,56.33
2024-10-17,84.03,109.11,91.21,56.17
2024-10-18,84.07,109.8,91.17,56.06
2024-10-21,84.07,109.61,91.27,56.25
2024-10-22,84.07,109.38,91,55.78
2024-10-23,84.08,109.2,90.81,55.24
2024-10-24,84.07,108.73,90.7,55.24
2024-10-25,84.08,108.98,90.96,55.34
2024-10-28,84.08,108.92,90.75,54.83
2024-10-29,84.08,109,90.88,54.95
2024-10-30,84.08,109.38,90.99,54.83
2024-10-31,84.09,108.95,91.25,55.03
2024-11-04,84.11,109.28,91.66,55.36
2024-11-05,84.12,109.03,91.51,55.22
2024-11-06,84.24,108.28,90.25,54.61
2024-11-07,84.36,109.09,90.66,54.76
2024-11-08,84.38,109.4,90.92,55.19
2024-11-11,84.38,108.98,90.43,54.98
2024-11-12,84.4,108.26,89.77,54.91
2024-11-13,84.41,107.53,89.57,54.44
2024-11-14,84.41,107.13,89.06,54.15
2024-11-18,84.39,106.62,88.97,54.65
2024-11-19,84.4,107,89.42,54.64
2024-11-21,84.46,106.84,89.08,54.55
2024-11-22,84.5,106.21,88.45,54.57
2024-11-25,84.28,106.19,88.37,54.61
2024-11-26,84.28,105.79,88.32,54.79
2024-11-27,84.47,106.23,88.53,55.49
2024-11-28,84.49,106.97,89.12,55.74
2024-11-29,84.5,107.46,89.36,56.31
2024-12-02,84.68,107.45,89.13,56.24
2024-12-03,84.75,107.2,88.91,56.47
2024-12-04,84.69,107.51,89.11,56.47
2024-12-05,84.73,107.76,89.2,56.58
2024-12-06,84.66,107.91,89.53,56.5
2024-12-09,84.73,107.84,89.32,56.44
2024-12-10,84.85,108.28,89.66,56.14
2024-12-11,84.84,108.32,89.29,55.91
2024-12-12,84.87,108.37,89.2,55.64
2024-12-13,84.84,107.39,88.74,55.49
2024-12-16,84.83,107.16,89.18,55.18
2024-12-17,84.93,107.6,89.17,55.11
2024-12-18,84.94,107.94,89.26,55.38
2024-12-19,85.07,107.15,88.36,54.83
